Date,Head
2015-09-18,16.104583333333334
2015-09-19,16.118333333333336
2015-09-20,16.110833333333343
2015-09-21,16.120833333333334
2015-09-22,16.134999999999994
2015-09-23,16.15041666666667
2015-09-24,16.171666666666678
2015-09-25,16.176666666666673
2015-09-26,16.166250000000016
2015-09-27,16.16083333333334
2015-09-28,16.15624999999999
2015-09-29,16.149999999999995
2015-09-30,16.144999999999996
2015-10-01,16.136249999999993
2015-10-02,16.127083333333335
2015-10-03,16.124583333333334
2015-10-04,16.127083333333335
2015-10-05,16.112500000000008
2015-10-06,16.115416666666672
2015-10-07,16.13791666666666
2015-10-08,16.122083333333336
2015-10-09,16.109166666666678
2015-10-10,16.102916666666673
2015-10-11,16.100000000000005
2015-10-12,16.09249999999999
2015-10-13,16.07749999999999
2015-10-14,16.063333333333333
2015-10-15,16.062916666666663
2015-10-16,16.080416666666654
2015-10-17,16.106666666666666
2015-10-18,16.151249999999994
2015-10-19,16.149999999999995
2015-10-20,16.150833333333328
2015-10-21,16.152499999999993
2015-10-22,16.165000000000006
2015-10-23,16.162916666666668
2015-10-24,16.15625000000001
2015-10-25,16.159583333333334
2015-10-26,16.140833333333326
2015-10-27,16.149166666666662
2015-10-28,16.149166666666662
2015-10-29,16.15708333333333
2015-10-30,16.13833333333333
2015-10-31,16.122083333333336
2015-11-01,16.117083333333337
2015-11-02,16.10208333333334
2015-11-03,16.10375000000001
2015-11-04,16.09916666666667
2015-11-05,16.094583333333322
2015-11-06,16.08624999999999
2015-11-07,16.096666666666675
2015-11-08,16.094583333333333
2015-11-09,16.09208333333334
2015-11-10,16.095833333333335
2015-11-11,16.092916666666657
2015-11-12,16.089999999999993
2015-11-13,16.083749999999988
2015-11-14,16.082499999999992
2015-11-15,16.07833333333333
2015-11-16,16.14458333333334
2015-11-17,16.17250000000001
2015-11-18,16.209166666666675
2015-11-19,16.20875
2015-11-20,16.222916666666674
2015-11-21,16.25708333333333
2015-11-22,16.25916666666667
2015-11-23,16.234583333333344
2015-11-24,16.219583333333343
2015-11-25,16.251249999999995
2015-11-26,16.27458333333333
2015-11-27,16.25041666666667
2015-11-28,16.261249999999993
2015-11-29,16.266249999999996
2015-11-30,16.28375
2015-12-01,16.33625
2015-12-02,16.419166666666666
2015-12-03,16.457499999999996
2015-12-04,16.467916666666678
2015-12-05,16.46666666666666
2015-12-06,16.46416666666666
2015-12-07,16.439583333333335
2015-12-08,16.407916666666676
2015-12-09,16.42375000000001
2015-12-10,16.38708333333333
2015-12-11,16.38541666666666
2015-12-12,16.409166666666675
2015-12-13,16.411250000000006
2015-12-14,16.403749999999995
2015-12-15,16.396666666666665
2015-12-16,16.37166666666667
2015-12-17,16.39124999999999
2015-12-18,16.402916666666673
2015-12-19,16.384166666666662
2015-12-20,16.37666666666667
2015-12-21,16.368333333333343
2015-12-22,16.350416666666664
2015-12-23,16.355000000000008
2015-12-24,16.334583333333327
2015-12-25,16.336249999999996
2015-12-26,16.329999999999988
2015-12-27,16.325833333333325
2015-12-28,16.308333333333337
2015-12-29,16.298750000000005
2015-12-30,16.28541666666666
2015-12-31,16.289583333333336
2016-01-01,16.29041666666666
2016-01-02,16.271249999999995
2016-01-03,16.30541666666667
2016-01-04,16.345833333333335
2016-01-05,16.41625000000001
2016-01-06,16.404583333333328
2016-01-07,16.392083333333325
2016-01-08,16.421249999999997
2016-01-09,16.432500000000005
2016-01-10,16.442499999999995
2016-01-11,16.44625
2016-01-12,16.44791666666666
2016-01-13,16.432083333333342
2016-01-14,16.42166666666667
2016-01-15,16.48125
2016-01-16,16.461250000000003
2016-01-17,16.431250000000002
2016-01-18,16.417500000000008
2016-01-19,16.412500000000005
2016-01-20,16.3875
2016-01-21,16.370000000000005
2016-01-22,16.349166666666672
2016-01-23,16.35291666666667
2016-01-24,16.378749999999997
2016-01-25,16.409166666666675
2016-01-26,16.42375000000001
2016-01-27,16.421250000000004
2016-01-28,16.44791666666666
2016-01-29,16.46375
2016-01-30,16.477083333333336
2016-01-31,16.554999999999993
2016-02-01,16.617499999999996
2016-02-02,16.647916666666667
2016-02-03,16.661250000000006
2016-02-04,16.63958333333333
2016-02-05,16.627083333333335
2016-02-06,16.61791666666667
2016-02-07,16.635833333333327
2016-02-08,16.616249999999997
2016-02-09,16.634166666666665
2016-02-10,16.66333333333333
2016-02-11,16.737083333333338
2016-02-12,16.75
2016-02-13,16.753333333333334
2016-02-14,16.744166666666665
2016-02-15,16.73041666666667
2016-02-16,16.709166666666665
2016-02-17,16.683749999999996
2016-02-18,16.70625
2016-02-19,16.677500000000002
2016-02-20,16.63208333333333
2016-02-21,16.66166666666667
2016-02-22,16.68708333333333
2016-02-23,16.732499999999995
2016-02-24,16.777499999999993
2016-02-25,16.768749999999997
2016-02-26,16.738333333333344
2016-02-27,16.702916666666663
2016-02-28,16.661666666666665
2016-02-29,16.59458333333333
2016-03-01,16.558333333333337
2016-03-02,16.58208333333333
2016-03-03,16.68041666666666
2016-03-04,16.67333333333333
2016-03-05,16.709583333333338
2016-03-06,16.722499999999993
2016-03-07,16.69708333333333
2016-03-08,16.659999999999997
2016-03-09,16.60791666666667
2016-03-10,16.61333333333333
2016-03-11,16.538333333333323
2016-03-12,16.505416666666665
2016-03-13,16.486666666666675
2016-03-14,16.464166666666664
2016-03-15,16.452499999999997
2016-03-16,16.447083333333328
2016-03-17,16.429166666666674
2016-03-18,16.419166666666673
2016-03-19,16.41625000000001
2016-03-20,16.403333333333325
2016-03-21,16.397916666666664
2016-03-22,16.395833333333332
2016-03-23,16.39791666666666
2016-03-24,16.387499999999992
2016-03-25,16.376250000000002
2016-03-26,16.4025
2016-03-27,16.399166666666677
2016-03-28,16.415833333333342
2016-03-29,16.43958333333334
2016-03-30,16.404166666666665
2016-03-31,16.372916666666672
2016-04-01,16.352083333333333
2016-04-02,16.33374999999999
2016-04-03,16.34333333333334
2016-04-04,16.350833333333338
